artifact,artifact_sha256,backtest_days,backtest_end,backtest_start,closed_trade_max_drawdown_pct,draws,exchange,fee,final_balance,losses,market_change,max_drawdown_account,max_open_trades,pairlist,profit_factor,profit_factor_state,profit_pct,profit_total,profit_total_abs,raw_sensitive_archive,result_member,result_role,run_id,stake_amount,stake_currency,starting_balance,strategy,strategy_name,timeframe,timerange,total_trades,trades_per_day,trades_sha256,trading_mode,truth_status,wallet_max_drawdown_pct,winrate,winrate_pct,wins
results/champion_fee_002/backtest-result-2026-08-17_17-42-59.zip,875551c3f197bb2ddae0642bc3e2d7e5070d34bd8374066eef620c7f2ab554d9,120,2026-05-01 00:00:00,2026-01-01 00:00:00,1.8384441693912708,0,binance,0.002,56.98130108,4,-0.1276177348828778,0.018384441693912706,1,"[""BTC/USDC""]",3.6885473687964296,FINITE,13.962602159999998,0.13962602159999998,6.98130108,False,backtest-result-2026-08-17_17-42-59.json,LOCAL_RESEARCH_RUN,champion_fee_002:ED8,unlimited,USDC,50.0,ED8,ED8,1m,20260101-20260501,19,0.16,a947929971f1a6ac59d2f377e7d07b08670014fbe7a5222ac4556c96f94a4c52,spot,VERIFIZIERT,2.771289622860444,0.7894736842105263,78.94736842105263,15
results/champion_fee_003/backtest-result-2026-08-17_17-43-28.zip,3daed1dbd29374ab178b651b22110b1c93dfc8e4f0e8e65c33699cba9b8c03bb,120,2026-05-01 00:00:00,2026-01-01 00:00:00,2.889643451695427,0,binance,0.003,54.714408399999996,4,-0.1276177348828778,0.028896434516954266,1,"[""BTC/USDC""]",2.508101938859538,FINITE,9.4288168,0.094288168,4.7144084,False,backtest-result-2026-08-17_17-43-28.json,LOCAL_RESEARCH_RUN,champion_fee_003:ED8,unlimited,USDC,50.0,ED8,ED8,1m,20260101-20260501,19,0.16,ef5b9e2c73b9fc589cec52e993af6d9ce136bd3cf8ab8e0ad171965cc6de7d72,spot,VERIFIZIERT,4.257627048784154,0.7894736842105263,78.94736842105263,15
results/champion_historical/backtest-result-2026-08-17_17-30-28.zip,f6f69732c2e81960e7cdc012c6c84e5ca4758b54c27b5a68484ba275edda437d,120,2026-05-01 00:00:00,2026-01-01 00:00:00,0.0,0,binance,0.001,63.121350070000005,0,-0.1276177348828778,0.0,1,"[""BTC/USDC""]",0.0,UNDEFINED_NO_LOSSES,26.242700140000004,0.2624270014,13.121350070000002,False,backtest-result-2026-08-17_17-30-28.json,FAILED_REPRODUCTION_ATTEMPT,champion_historical:ED8,unlimited,USDC,50.0,ED8,ED8,1m,20260101-20260501,20,0.17,65df829936fa6d78564b67a94f26322b34ca3289a9609150e5a4dd183870ce5f,spot,NICHT VERIFIZIERT,1.9144845527207337,1.0,100.0,20
results/champion_historical_precision6/backtest-result-2026-08-17_17-33-00.zip,06012523dc5f8fa676d0cc96b4a9ad3d8dc3049814b7bad16e2482fa8a1744d0,120,2026-05-01 00:00:00,2026-01-01 00:00:00,0.0,0,binance,0.001,63.10967119,0,-0.1276177348828778,0.0,1,"[""BTC/USDC""]",0.0,UNDEFINED_NO_LOSSES,26.21934238,0.2621934238,13.10967119,False,backtest-result-2026-08-17_17-33-00.json,LOCAL_RESEARCH_RUN,champion_historical_precision6:ED8,unlimited,USDC,50.0,ED8,ED8,1m,20260101-20260501,20,0.17,700a36907f0258b3620a6ce887e6191de1c83528e98234c5c6c65d6f9c1a07a5,spot,VERIFIZIERT,1.9133763624023865,1.0,100.0,20
results/champion_train/champion_train-2026-08-17_17-58-53.zip,8d9d1353f4d1c4ce7a9a279d8e372dc5fe3a40ba4c2d12aa7f79612703131e61,59,2026-03-01 00:00:00,2026-01-01 00:00:00,0.0,0,binance,0.001,1152.49601914,0,-0.2346409827321829,0.0,1,"[""BTC/USDC""]",0.0,UNDEFINED_NO_LOSSES,15.249601914,0.15249601914,152.49601914,False,champion_train-2026-08-17_17-58-53.json,LOCAL_RESEARCH_RUN,champion_train:ED8,unlimited,USDC,1000.0,ED8,ED8,1m,20260101-20260301,13,0.22,3eab93e0282186e962e8c56bb54e6b8bc85f924d90a9ecf4013a08096683ce4e,spot,VERIFIZIERT,1.914468054293001,1.0,100.0,13
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,74.17685953700004,0,binance,0.001,258.2314046299996,662,-0.2346409827321829,0.7417685953700004,1,"[""BTC/USDC""]",0.007730372683065349,FINITE,-74.176859537,-0.74176859537,-741.76859537,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:CausalRegimePullbackV1,unlimited,USDC,1000.0,CausalRegimePullbackV1,CausalRegimePullbackV1,1m,20260101-20260301,685,11.61,c24bec447d76c236cc02c6382ab8023b7d8b50c9181cba2d35867dfa68856241,spot,VERIFIZIERT,74.18815138962567,0.033576642335766425,3.3576642335766427,23
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,48.42420694799997,0,binance,0.001,515.7579305200003,326,-0.2346409827321829,0.4842420694799997,1,"[""BTC/USDC""]",0.015987388273291964,FINITE,-48.42420694799999,-0.4842420694799999,-484.24206947999994,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:Delay1CausalRegimePullbackV1,unlimited,USDC,1000.0,Delay1CausalRegimePullbackV1,Delay1CausalRegimePullbackV1,1m,20260101-20260301,341,5.78,2e921f9edd8dad0577097877a5729b5f5c4858ec1aedc0a7a0c7c74156f8d0c4,spot,VERIFIZIERT,48.46168820586759,0.04398826979472141,4.398826979472141,15
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,44.427460763,0,binance,0.001,555.72539237,282,-0.2346409827321829,0.44427460763,1,"[""BTC/USDC""]",0.009678914458427444,FINITE,-44.427460763,-0.44427460763,-444.27460763,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:Delay2CausalRegimePullbackV1,unlimited,USDC,1000.0,Delay2CausalRegimePullbackV1,Delay2CausalRegimePullbackV1,1m,20260101-20260301,289,4.9,aef604f73520cbbbfaf32d45847c1637e3807625c7d1da01346dbb6fb67ab7c2,spot,VERIFIZIERT,44.476691212658494,0.02422145328719723,2.422145328719723,7
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,92.0632819420001,0,binance,0.001,79.36718057999906,1251,-0.2346409827321829,0.920632819420001,1,"[""BTC/USDC""]",0.0043479327613162,FINITE,-92.063281942,-0.9206328194200001,-920.63281942,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:NoVolumeAblationV1,unlimited,USDC,1000.0,NoVolumeAblationV1,NoVolumeAblationV1,1m,20260101-20260301,1278,21.66,2fb122f7ea03656202ae48c4ed33fd3434fd3d6b7eee5f5ee8b1cdbf27846164,spot,VERIFIZIERT,92.06675248233826,0.02112676056338028,2.112676056338028,27
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,38.342156367377534,0,binance,0.001,673.1361887800001,50,-0.2346409827321829,0.38342156367377533,1,"[""BTC/USDC""]",0.6011417607037869,FINITE,-32.68638112200001,-0.3268638112200001,-326.86381122000006,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:ROIOnlyExitAblationV1,unlimited,USDC,1000.0,ROIOnlyExitAblationV1,ROIOnlyExitAblationV1,1m,20260101-20260301,181,3.07,73fa9e4653682110f438e9bca5125710f773d2f7dd106542e6d6d38087dc0c4c,spot,VERIFIZIERT,39.102384285992116,0.7237569060773481,72.37569060773481,131
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,50.52871346651243,0,binance,0.001,497.21788563000007,178,-0.2346409827321829,0.5052871346651243,1,"[""BTC/USDC""]",0.31744490343245124,FINITE,-50.27821143700001,-0.5027821143700001,-502.78211437000004,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:RandomSignalControl,unlimited,USDC,1000.0,RandomSignalControl,RandomSignalControl,1m,20260101-20260301,253,4.29,dce38c0484fe29fb5680f1dfe29f42f576db8a1db6b2d7c15f1be80212c20176,spot,VERIFIZIERT,50.84190191527441,0.2964426877470356,29.64426877470356,75
results/h001_train/backtest-result-2026-08-17_17-40-32.zip,e3a5f432090813f048026bf693c5351fa74f78a7d52a21cb9aa07e86f97c9c1e,59,2026-03-01 00:00:00,2026-01-01 00:00:00,89.31809495197426,0,binance,0.001,108.1826768099993,688,-0.2346409827321829,0.8931809495197426,1,"[""BTC/USDC""]",0.34360064514254746,FINITE,-89.181732319,-0.8918173231900001,-891.81732319,False,backtest-result-2026-08-17_17-40-32.json,LOCAL_RESEARCH_RUN,h001_train:ReversedSignalControlV1,unlimited,USDC,1000.0,ReversedSignalControlV1,ReversedSignalControlV1,1m,20260101-20260301,968,16.41,68a0c9a95913b9c3d3ebc69dd340337299bf49503b0707b3732997b5ffd47474,spot,VERIFIZIERT,89.36455514403113,0.2892561983471074,28.92561983471074,280
results/h002_train/backtest-result-2026-08-17_17-41-24.zip,dd5306da0e53e35fd4bfc1fed6e3f73258192814f548e05a0d6857cd1be61e7c,59,2026-03-01 00:00:00,2026-01-01 00:00:00,47.2739886586871,0,binance,0.001,549.34071956,83,-0.2346409827321829,0.472739886586871,1,"[""BTC/USDC""]",0.4742255157369716,FINITE,-45.065928043999996,-0.45065928044,-450.65928044,False,backtest-result-2026-08-17_17-41-24.json,LOCAL_RESEARCH_RUN,h002_train:CausalRegimePullbackV2,unlimited,USDC,1000.0,CausalRegimePullbackV2,CausalRegimePullbackV2,1m,20260101-20260301,257,4.36,543e017ae5ae3d11e02e60ab2e6a57dd62f3449b403cbcbe17bb3b21a58a0627,spot,VERIFIZIERT,47.634020338691734,0.6770428015564203,67.70428015564202,174
results/h002_train/backtest-result-2026-08-17_17-41-24.zip,dd5306da0e53e35fd4bfc1fed6e3f73258192814f548e05a0d6857cd1be61e7c,59,2026-03-01 00:00:00,2026-01-01 00:00:00,41.84034315907008,0,binance,0.001,602.4618055100004,66,-0.2346409827321829,0.4184034315907008,1,"[""BTC/USDC""]",0.44146661408037136,FINITE,-39.753819449,-0.39753819449,-397.53819449,False,backtest-result-2026-08-17_17-41-24.json,LOCAL_RESEARCH_RUN,h002_train:Delay1CausalRegimePullbackV2,unlimited,USDC,1000.0,Delay1CausalRegimePullbackV2,Delay1CausalRegimePullbackV2,1m,20260101-20260301,195,3.31,874e851d5b8323b0f32b91118e436b9d1ad2d18d5856a9d1c24974e8cef6675c,spot,VERIFIZIERT,42.200785778933735,0.6615384615384615,66.15384615384615,129
results/h002_train/backtest-result-2026-08-17_17-41-24.zip,dd5306da0e53e35fd4bfc1fed6e3f73258192814f548e05a0d6857cd1be61e7c,59,2026-03-01 00:00:00,2026-01-01 00:00:00,42.427705383979095,0,binance,0.001,602.8090412200003,63,-0.2346409827321829,0.4242770538397909,1,"[""BTC/USDC""]",0.42769601014422876,FINITE,-39.71909587799999,-0.39719095877999994,-397.19095877999996,False,backtest-result-2026-08-17_17-41-24.json,LOCAL_RESEARCH_RUN,h002_train:Delay2CausalRegimePullbackV2,unlimited,USDC,1000.0,Delay2CausalRegimePullbackV2,Delay2CausalRegimePullbackV2,1m,20260101-20260301,176,2.98,b40c59d93cc28f56d0a2b4b7e48865f8c1af3e0460746e28020d71c6dae76f3c,spot,VERIFIZIERT,42.577455280028595,0.6420454545454546,64.20454545454545,113
